id,exitStep,exitStepLastChangedAt,participantID,participantIDLastChangedAt,treatmentName,treatmentNameLastChangedAt,ended,endedLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,gameID,gameIDLastChangedAt,intro,introLastChangedAt,treatment,treatmentLastChangedAt,emojiArray,emojiArrayLastChangedAt,introDone,introDoneLastChangedAt,exitSurvey,exitSurveyLastChangedAt,urlParams,urlParamsLastChangedAt,name,nameLastChangedAt,recipient,recipientLastChangedAt
01HNDC5TAXY2N1AGFGSX9AY5DK,1,2024-01-30T14:37:06.21807952Z,01HNDC5ST3SHB2TCR1WTGR3STV,2024-01-30T14:25:39.677809163Z,experiment2-interactive,2024-01-30T14:25:39.684909947Z,game ended,2024-01-30T14:36:35.053354179Z,65366f4b5959e6cea283f90a,2024-01-30T14:25:39.677809163Z,01HNDC2SCXASWZV5MN736AMWE2,2024-01-30T14:28:03.199494629Z,4,2024-01-30T14:28:05.131188057Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:25:39.684909947Z,"["""","""",""🐿️"",""🐿️"",""       ""]",2024-01-30T14:28:13.964236484Z,true,2024-01-30T14:28:09.399897572Z,"{""age"":""32"",""gender"":""Male"",""strength"":""Strong"",""fair"":""Yes"",""feedback"":""No"",""education"":""high-school"",""teammates"":""Yes"",""notes"":""N/A"",""politics"":""Centre"",""geo"":""Canada"",""ethnicity"":""Asian""}",2024-01-30T14:37:06.297255464Z,{},2024-01-30T14:25:39.891526575Z,player 3,2024-01-30T14:28:13.964236484Z,01HNDC6R63PP5AXE04CNS7DDKX,2024-01-30T14:35:54.577150048Z
01HNDC5TCV4XRJQR0ZMGE8RH5T,1,2024-01-30T14:35:42.026472173Z,01HNDC5SQJ2BWNPVNACZ969PBF,2024-01-30T14:25:39.740002669Z,experiment2-interactive,2024-01-30T14:25:39.75503567Z,game ended,2024-01-30T14:34:27.696909895Z,5f2eb1d21cdf492436120f62,2024-01-30T14:25:39.740002669Z,01HNDC2AYD78NVQPS5K3YNYW8T,2024-01-30T14:26:24.843851869Z,4,2024-01-30T14:26:25.823030204Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:25:39.75503567Z,"[""       "","""",""🐇"",""🐇"",""""]",2024-01-30T14:26:38.905132949Z,true,2024-01-30T14:26:31.509223069Z,"{""age"":""45"",""gender"":""Female"",""strength"":""giving accurate info on what I saw"",""fair"":""yes"",""feedback"":""had an issue with original attempt, system crashed, had to go back to beginning and redo"",""education"":""high-school"",""teammates"":""I assume so"",""notes"":""no"",""politics"":""None"",""geo"":""UK"",""ethnicity"":""White British""}",2024-01-30T14:35:41.99551239Z,{},2024-01-30T14:25:40.096424387Z,player 3,2024-01-30T14:26:38.905132949Z,01HNDC6B7933V7CM72SWY59YEM,2024-01-30T14:33:30.550629295Z
01HNDC5XK8N3JYR7MC21HE19S9,1,2024-01-30T14:38:42.07147947Z,01HNDC5WZN949S7HB2WM484C2G,2024-01-30T14:25:43.01678107Z,experiment2-interactive,2024-01-30T14:25:43.024531083Z,game ended,2024-01-30T14:37:44.362358983Z,5ed65d48c55b9b07d9efc6f0,2024-01-30T14:25:43.01678107Z,01HNDC2T9QZ0CEMWT2GMJKQVAP,2024-01-30T14:29:23.223466361Z,4,2024-01-30T14:29:35.784075061Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:25:43.024531083Z,"["""","""",""""]",2024-01-30T14:29:49.702508153Z,true,2024-01-30T14:29:44.280363339Z,"{""age"":""37"",""gender"":""male"",""strength"":""very"",""fair"":""no"",""feedback"":""n/a"",""education"":""bachelor"",""teammates"":""May be not"",""notes"":""Yes I Did"",""politics"":"""",""geo"":"""",""ethnicity"":""Asian or Asian British - Indian""}",2024-01-30T14:38:42.039884119Z,{},2024-01-30T14:25:43.327002215Z,player 3,2024-01-30T14:29:49.702508153Z,01HNDC6M3F63ANYY9TP9NH7V6F,2024-01-30T14:37:00.433040041Z
01HNDC5XP6H9ESMHR8CFF17GX2,1,2024-01-30T14:38:26.906445731Z,01HNDC5X1FGXDXDYA5YM1JN8XT,2024-01-30T14:25:43.11049078Z,experiment2-interactive,2024-01-30T14:25:43.118668498Z,game ended,2024-01-30T14:37:34.129466217Z,5d87a74208667b0001eff922,2024-01-30T14:25:43.11049078Z,01HNDC2T05X9ANCWST3ZR6T9ZN,2024-01-30T14:28:42.519951129Z,4,2024-01-30T14:28:26.488672267Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:25:43.118668498Z,"["""","""",""""]",2024-01-30T14:28:54.195808021Z,true,2024-01-30T14:28:46.966714248Z,"{""age"":""53"",""gender"":""Male"",""strength"":"""",""fair"":""No not really"",""feedback"":"""",""education"":""master"",""teammates"":""Not sure"",""notes"":""No I didnt"",""politics"":"""",""geo"":""United Kingdom"",""ethnicity"":""Whie""}",2024-01-30T14:38:26.875585578Z,{},2024-01-30T14:25:43.423640156Z,player 1,2024-01-30T14:28:54.195808021Z,01HNDC6XK1T7DHGV9ADB2JDP6F,2024-01-30T14:36:41.420157051Z
01HNDC62S3XQRYNJPQV3X9N8Y3,1,2024-01-30T14:39:56.232773941Z,01HNDC61X5W9APTS8GC53BQM53,2024-01-30T14:25:48.32349007Z,experiment2-interactive,2024-01-30T14:25:48.336166576Z,game ended,2024-01-30T14:38:23.887865849Z,5bb535574cb73b00011437d0,2024-01-30T14:25:48.32349007Z,01HNDC2T50J2XXFGA5JYGG22V8,2024-01-30T14:28:53.989594584Z,4,2024-01-30T14:28:56.087678076Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:25:48.336166576Z,"["""","""",""""]",2024-01-30T14:29:23.442722232Z,true,2024-01-30T14:29:06.689514459Z,"{""age"":""26"",""gender"":""male"",""strength"":""medium"",""fair"":""yes"",""feedback"":"""",""education"":""high-school"",""teammates"":""they were mostly straightforward and hopefully honest"",""notes"":""yes"",""politics"":""socialist"",""geo"":""United Kingdom"",""ethnicity"":""white european""}",2024-01-30T14:39:56.259260127Z,{},2024-01-30T14:25:48.790714477Z,player 2,2024-01-30T14:29:23.442722232Z,01HNDC6HRX8TM5AM9VA2R3W3CJ,2024-01-30T14:37:30.58804851Z
01HNDC645B7V9G4HAWS35HBAN6,,,01HNDC63TTKM1RAKKRMK03J9QW,2024-01-30T14:25:49.739952136Z,experiment2-interactive,2024-01-30T14:25:49.750514826Z,game ended,2024-01-30T14:39:48.048115722Z,6525b562b415d2f7ed82196e,2024-01-30T14:25:49.739952136Z,01HNDC8X9AJ1GFFCCZJ3AWABH1,2024-01-30T14:30:37.32856871Z,4,2024-01-30T14:30:14.797632902Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:25:49.750514826Z,"["""",""                            "",""🐿️"",""🐿️"",""🐇"",""🐿️"",""🐿️"",""🐇"",""🐇"","""",""🐿️""]",2024-01-30T14:31:48.583854266Z,true,2024-01-30T14:31:18.161187184Z,,,{},2024-01-30T14:25:49.901624277Z,player 3,2024-01-30T14:31:48.583854266Z,01HNDC6XD3WGF2NY9P5A1EVH24,2024-01-30T14:39:07.809609058Z
01HNDC68AXAHX4C5N0AVJ0VNJ7,1,2024-01-30T14:40:58.439759434Z,01HNDC681QPGAC6C7YY26V0YWK,2024-01-30T14:25:54.0133006Z,experiment2-interactive,2024-01-30T14:25:54.021621094Z,game ended,2024-01-30T14:38:27.244045047Z,5f9ec66a5a97fa0748bc61a3,2024-01-30T14:25:54.0133006Z,01HNDC8WNN4N7QKYAJP6CFRVS3,2024-01-30T14:29:49.213964725Z,4,2024-01-30T14:29:36.923134369Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:25:54.021621094Z,"[""🐇"",""🐿️"",""🐿️"","""",""                     "",""🐇"",""🐿️"",""🐿️"","""",""🐇""]",2024-01-30T14:30:37.989092146Z,true,2024-01-30T14:29:49.440487428Z,"{""age"":""66"",""gender"":""male"",""strength"":""average. Took me 2 rounds to figure out what percentage to use in my answers"",""fair"":""very fair"",""feedback"":""none"",""education"":""master"",""teammates"":""i assume they are all telling the truth except for the one that said there were 90 rabbits. not sure you could count them all that quickly"",""notes"":""not notes just used their observations to do math"",""politics"":""conservative"",""geo"":""Canada"",""ethnicity"":""canadian""}",2024-01-30T14:40:58.541998644Z,{},2024-01-30T14:25:54.155892126Z,player 4,2024-01-30T14:30:37.989092146Z,01HNDC2WPD9GKYGPA90C6RHKAM,2024-01-30T14:37:44.55043098Z
01HNDC6B7933V7CM72SWY59YEM,1,2024-01-30T14:35:07.64073925Z,01HNDC6A8XHYEYZ583X728VE7Y,2024-01-30T14:25:56.969427315Z,experiment2-interactive,2024-01-30T14:25:56.977092796Z,game ended,2024-01-30T14:34:27.696909895Z,5999aedebbe8480001796677,2024-01-30T14:25:56.969427315Z,01HNDC2AYD78NVQPS5K3YNYW8T,2024-01-30T14:26:24.843851869Z,4,2024-01-30T14:26:36.643708233Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:25:56.977092796Z,"["""","""",""""]",2024-01-30T14:26:38.905132949Z,true,2024-01-30T14:26:38.577020289Z,"{""age"":""40"",""gender"":""female"",""strength"":"""",""fair"":""Yes"",""feedback"":"""",""education"":""master"",""teammates"":""Yes"",""notes"":""No"",""politics"":""left"",""geo"":""UK"",""ethnicity"":""white british""}",2024-01-30T14:35:07.612827967Z,{},2024-01-30T14:25:57.383695749Z,player 4,2024-01-30T14:26:38.905132949Z,01HNDC2NNYVF7TG91HN1D9G6G1,2024-01-30T14:33:30.550629295Z
01HNDC6D84XCESFNT6AVBCK5QH,1,2024-01-30T14:36:19.78102099Z,01HNDC6CNBK81Q5BFAXTPCJ43J,2024-01-30T14:25:59.044715332Z,experiment2-interactive,2024-01-30T14:25:59.051752306Z,game ended,2024-01-30T14:35:10.646144891Z,60887cbf254deb7ab5095f77,2024-01-30T14:25:59.044715332Z,01HNDC2B8DN3C5F3W5HR7P7DG3,2024-01-30T14:26:55.172691931Z,4,2024-01-30T14:26:53.814105064Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:25:59.051752306Z,"["""",""       "",""🐿️"",""🐿️"","""",""🐇""]",2024-01-30T14:27:13.037921437Z,true,2024-01-30T14:26:56.407363691Z,"{""age"":""52"",""gender"":""Male"",""strength"":""50:50"",""fair"":""NO"",""feedback"":"""",""education"":""other"",""teammates"":""YES"",""notes"":""NO"",""politics"":""Liberal"",""geo"":""United Kingdom"",""ethnicity"":""White""}",2024-01-30T14:36:19.745539462Z,{},2024-01-30T14:25:59.349862884Z,player 4,2024-01-30T14:27:13.037921437Z,01HNDC2WDFPJCZWS8K5W3V3MDB,2024-01-30T14:34:20.131201395Z
01HNDC6F2X9QTEFCW1M76SR000,1,2024-01-30T14:36:19.619888887Z,01HNDC6ER1JGVS37J6ARMWCJHR,2024-01-30T14:26:00.925064676Z,experiment2-interactive,2024-01-30T14:26:00.934661764Z,game ended,2024-01-30T14:35:16.325100069Z,5e8e58303e521311346628f4,2024-01-30T14:26:00.925064676Z,01HNDC2BCZKEANV43CSR2SX936,2024-01-30T14:27:12.865665762Z,4,2024-01-30T14:27:30.013748732Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:26:00.934661764Z,"[""🐇"",""🐿️"",""🐇"","""","""",""              "",""🐇"",""🐿️""]",2024-01-30T14:27:37.329126908Z,true,2024-01-30T14:27:32.604728378Z,"{""age"":""22"",""gender"":""female"",""strength"":""the instructions were not clear"",""fair"":""no, it took 15 minutes to complete this"",""feedback"":""N/A"",""education"":""bachelor"",""teammates"":""They were not always telling the truth"",""notes"":""Yes i did"",""politics"":""conservative"",""geo"":""american"",""ethnicity"":""white""}",2024-01-30T14:36:19.649239142Z,{},2024-01-30T14:26:01.106623037Z,player 3,2024-01-30T14:27:37.329126908Z,01HNDC7EB8H0D79PCRHTWNYV6V,2024-01-30T14:34:14.575144896Z
01HNDC6FMQSX7TXVHEXS0JEK6Y,1,2024-01-30T14:36:11.72600857Z,01HNDC6EV0WFHR970HGG2YW5TY,2024-01-30T14:26:01.495639279Z,experiment2-interactive,2024-01-30T14:26:01.504755639Z,game ended,2024-01-30T14:34:53.932964312Z,6151b29b82509c9a7825c254,2024-01-30T14:26:01.495639279Z,01HNDC2SJR3K7AYMSQGCJTX52W,2024-01-30T14:28:13.788963903Z,4,2024-01-30T14:28:23.533089048Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:26:01.504755639Z,"[""       "","""",""🐿️"",""🐿️"","""",""🐿️""]",2024-01-30T14:28:42.774207931Z,true,2024-01-30T14:28:27.461296425Z,"{""age"":""21"",""gender"":""female"",""strength"":""High"",""fair"":""Yes"",""feedback"":""n/a"",""education"":""master"",""teammates"":""yes I did "",""notes"":""mental notes"",""politics"":""Left"",""geo"":""UK"",""ethnicity"":""Asian British ""}",2024-01-30T14:36:11.693824638Z,{},2024-01-30T14:26:03.15184086Z,player 4,2024-01-30T14:28:42.774207931Z,01HNDC2FPZZGQYK3W33VGS3NHC,2024-01-30T14:34:07.000724918Z
01HNDC6HRX8TM5AM9VA2R3W3CJ,1,2024-01-30T14:40:50.832744062Z,01HNDC6HCSBTVP5YQ8HZWXTS1H,2024-01-30T14:26:03.677790581Z,experiment2-interactive,2024-01-30T14:26:03.686206079Z,game ended,2024-01-30T14:38:23.887865849Z,5ec7710df5c1121c2f494601,2024-01-30T14:26:03.677790581Z,01HNDC2T50J2XXFGA5JYGG22V8,2024-01-30T14:28:53.989594584Z,4,2024-01-30T14:28:45.372107547Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:26:03.686206079Z,"[""🐇"",""🐇"","""",""🐿️"",""🐿️"",""🐿️"",""                     "","""",""🐿️"",""🐿️""]",2024-01-30T14:29:23.442722232Z,true,2024-01-30T14:28:54.286065798Z,"{""age"":""31"",""gender"":""Female"",""strength"":""Strong and accurate "",""fair"":""Somewhat fair"",""feedback"":""It was fun! No problems encountered "",""education"":""bachelor"",""teammates"":""They weren't telling the truth for more than half the rounds. "",""notes"":""Yes"",""politics"":""Right"",""geo"":""Canadian"",""ethnicity"":""Arab""}",2024-01-30T14:40:50.929356739Z,{},2024-01-30T14:26:03.87300533Z,player 3,2024-01-30T14:29:23.442722232Z,01HNDC7GNRQ0M1WPYRNHW956CT,2024-01-30T14:37:30.58804851Z
01HNDC6M3F63ANYY9TP9NH7V6F,1,2024-01-30T14:39:06.639863725Z,01HNDC6KGMCRKHZ295WWDNNPAW,2024-01-30T14:26:06.0638679Z,experiment2-interactive,2024-01-30T14:26:06.071527881Z,game ended,2024-01-30T14:37:44.362358983Z,59de4ee5d838ae0001850567,2024-01-30T14:26:06.0638679Z,01HNDC2T9QZ0CEMWT2GMJKQVAP,2024-01-30T14:29:23.223466361Z,4,2024-01-30T14:29:35.468080944Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:26:06.071527881Z,"[""🐿️"",""              "",""🐇"",""🐇"",""🐿️"","""",""""]",2024-01-30T14:29:49.702508153Z,true,2024-01-30T14:29:38.721677281Z,"{""age"":""38"",""gender"":""Female"",""strength"":""Answering clearly and consistently. "",""fair"":""Yes, it was ok. "",""feedback"":""None, thank you."",""education"":""bachelor"",""teammates"":""Some were helpful, others were vague. It didn't occur to me that they would be lying."",""notes"":""Yes, I took their answers into account "",""politics"":""Conservative"",""geo"":""British "",""ethnicity"":""White ""}",2024-01-30T14:39:06.612326383Z,{},2024-01-30T14:26:06.373095591Z,player 4,2024-01-30T14:29:49.702508153Z,01HNDC57PD7R9GKC45YN3905TG,2024-01-30T14:37:00.433040041Z
01HNDC6R63PP5AXE04CNS7DDKX,1,2024-01-30T14:37:36.703488015Z,01HNDC6QWX2D3CDQSP7TXJ293R,2024-01-30T14:26:10.243190629Z,experiment2-interactive,2024-01-30T14:26:10.254779173Z,game ended,2024-01-30T14:36:35.053354179Z,656f3285502865cd7a64eee0,2024-01-30T14:26:10.243190629Z,01HNDC2SCXASWZV5MN736AMWE2,2024-01-30T14:28:03.199494629Z,4,2024-01-30T14:28:07.548620155Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:26:10.254779173Z,"["""","""",""🐇"",""""]",2024-01-30T14:28:13.964236484Z,true,2024-01-30T14:28:11.369520817Z,"{""age"":""40"",""gender"":""male"",""strength"":""consistant "",""fair"":""if i get paid then yes"",""feedback"":"""",""education"":""other"",""teammates"":""i guess so"",""notes"":""yes"",""politics"":"""",""geo"":""canada"",""ethnicity"":""caucasian ""}",2024-01-30T14:37:36.731532243Z,{},2024-01-30T14:26:10.371780374Z,player 4,2024-01-30T14:28:13.964236484Z,01HNDC2W49FHKX2FGA55N535Z3,2024-01-30T14:35:54.577150048Z
01HNDC6XD3WGF2NY9P5A1EVH24,,,01HNDC6WJKCEVWV2JRXX720PVF,2024-01-30T14:26:15.587762548Z,experiment2-interactive,2024-01-30T14:26:15.595564439Z,game ended,2024-01-30T14:39:48.048115722Z,58a95ef0bb9e0f0001acaa8b,2024-01-30T14:26:15.587762548Z,01HNDC8X9AJ1GFFCCZJ3AWABH1,2024-01-30T14:30:37.32856871Z,4,2024-01-30T14:31:10.325763215Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:26:15.595564439Z,"["""",""🐿️"",""🐿️"",""🐿️"",""              "","""",""🐿️""]",2024-01-30T14:31:48.583854266Z,true,2024-01-30T14:31:23.283624762Z,,,{},2024-01-30T14:26:16.018961123Z,player 4,2024-01-30T14:31:48.583854266Z,01HNDC32YC48ANT6H5Z1K15KDV,2024-01-30T14:39:07.809609058Z
01HNDC6XK1T7DHGV9ADB2JDP6F,1,2024-01-30T14:38:25.853943824Z,01HNDC6X88ZJJSBFVPDSXSD1PA,2024-01-30T14:26:15.777246019Z,experiment2-interactive,2024-01-30T14:26:15.785808651Z,game ended,2024-01-30T14:37:34.129466217Z,60eca1011d09782da3e7b426,2024-01-30T14:26:15.777246019Z,01HNDC2T05X9ANCWST3ZR6T9ZN,2024-01-30T14:28:42.519951129Z,4,2024-01-30T14:28:43.454729075Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:26:15.785808651Z,"[""🐇"",""                     "",""🐿️"",""🐿️"",""🐇"","""","""",""🐿️"",""🐇"",""🐿️""]",2024-01-30T14:28:54.195808021Z,true,2024-01-30T14:28:45.860583202Z,"{""age"":""24"",""gender"":""Male"",""strength"":""Quite high"",""fair"":""Yes"",""feedback"":""N/A"",""education"":""bachelor"",""teammates"":""Yes"",""notes"":""Yes"",""politics"":""Right"",""geo"":""Canada"",""ethnicity"":""Caucasian""}",2024-01-30T14:38:25.81853346Z,{},2024-01-30T14:26:16.010811472Z,player 2,2024-01-30T14:28:54.195808021Z,01HNDC71TYH3NY3KSEG2B7HSW8,2024-01-30T14:36:41.420157051Z
01HNDC71TYH3NY3KSEG2B7HSW8,1,2024-01-30T14:38:14.166427825Z,01HNDC715HFRYPH1YHTD0N9TQT,2024-01-30T14:26:20.126209687Z,experiment2-interactive,2024-01-30T14:26:20.135059218Z,game ended,2024-01-30T14:37:34.129466217Z,62e17900c4ff2316a7297ce6,2024-01-30T14:26:20.126209687Z,01HNDC2T05X9ANCWST3ZR6T9ZN,2024-01-30T14:28:42.519951129Z,4,2024-01-30T14:28:51.035709898Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:26:20.135059218Z,"["""","""",""""]",2024-01-30T14:28:54.195808021Z,true,2024-01-30T14:28:53.496864425Z,"{""age"":""39"",""gender"":""Male"",""strength"":""adding"",""fair"":""yes"",""feedback"":""none"",""education"":""bachelor"",""teammates"":""Yes"",""notes"":""No"",""politics"":""n/a"",""geo"":""UK"",""ethnicity"":""White""}",2024-01-30T14:38:14.192866403Z,{},2024-01-30T14:26:20.433550139Z,player 3,2024-01-30T14:28:54.195808021Z,01HNDC7HHNXGXS3C0MKJ87T7PZ,2024-01-30T14:36:41.420157051Z
01HNDC77RXJRB1MGN5JAKRCTDK,1,2024-01-30T14:36:55.000068263Z,01HNDC76YEN2WEWGYP58TN5VTN,2024-01-30T14:26:26.205365026Z,experiment2-interactive,2024-01-30T14:26:26.215939301Z,game ended,2024-01-30T14:35:49.474542856Z,5ee1f0a70fcb905f7a23989b,2024-01-30T14:26:26.205365026Z,01HNDC2BHM393KXWD5YX385MNA,2024-01-30T14:27:37.183882041Z,4,2024-01-30T14:27:50.008644414Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:26:26.215939301Z,"["""",""🐿️"",""🐇"","""",""🐿️"",""       ""]",2024-01-30T14:27:53.820978925Z,true,2024-01-30T14:27:53.380679505Z,"{""age"":""44"",""gender"":""male"",""strength"":""truthful"",""fair"":""yes"",""feedback"":"""",""education"":""other"",""teammates"":""no they weren't. the picture didn't change"",""notes"":""no"",""politics"":""middle "",""geo"":""british"",""ethnicity"":""white""}",2024-01-30T14:36:54.82426379Z,{},2024-01-30T14:26:26.604333391Z,player 4,2024-01-30T14:27:53.820978925Z,01HNDC2KYT94PCT4ZA5Y8BZPBC,2024-01-30T14:35:08.97846288Z
01HNDC794D6TJ8ZSY6M1FB4KNY,,,01HNDC78EY1NPSHJDFJCSWFHVN,2024-01-30T14:26:27.597637437Z,experiment2-interactive,2024-01-30T14:26:27.607451755Z,,,611bdc0a559f692248bf1c54,2024-01-30T14:26:27.597637437Z,01HNDCKXY53YSESHWD1285TDKK,2024-01-30T14:36:12.02862826Z,1,2024-01-30T14:27:46.93892121Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:26:27.607451755Z,,,,,,,{},2024-01-30T14:26:27.972239747Z,,,,
01HNDC7EB8H0D79PCRHTWNYV6V,1,2024-01-30T14:38:17.674412684Z,01HNDC7DQZT2DVP1PS2259Y3GV,2024-01-30T14:26:32.936983663Z,experiment2-interactive,2024-01-30T14:26:32.947291006Z,game ended,2024-01-30T14:35:16.325100069Z,57d74ff1ea00cf0001d47148,2024-01-30T14:26:32.936983663Z,01HNDC2BCZKEANV43CSR2SX936,2024-01-30T14:27:12.865665762Z,4,2024-01-30T14:27:34.585693232Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:26:32.947291006Z,"["""","""","""",""🐇""]",2024-01-30T14:27:37.329126908Z,true,2024-01-30T14:27:37.003913971Z,"{""age"":""28"",""gender"":""Male"",""strength"":""I was straight to the point."",""fair"":""The pay would be fair if there is compensation for the time wasted by the page not loading and having to start again."",""feedback"":""The screen went white after waiting for it to load with others, after waiting for a while i refreshed and then everything worked fine."",""education"":""other"",""teammates"":""They seemed to be good teammates and seemed to tell the truth"",""notes"":""No, I didn't write it down."",""politics"":""Left"",""geo"":""English"",""ethnicity"":""White""}",2024-01-30T14:38:17.702708237Z,{},2024-01-30T14:26:33.262611473Z,player 4,2024-01-30T14:27:37.329126908Z,01HNDC34CKXEPS5QJZ3Y751GYZ,2024-01-30T14:34:14.575144896Z
01HNDC7EPC7VTQPXDNX7RPNQSJ,1,2024-01-30T14:31:56.913766195Z,01HNDC7E37P997C2B071Z0NYAD,2024-01-30T14:26:33.292920308Z,experiment2-slider,2024-01-30T14:26:33.307199213Z,game ended,2024-01-30T14:30:26.692718691Z,6171703c0a300c490c2a7b7b,2024-01-30T14:26:33.292920308Z,01HNDC2B35KCNCB7DCMR0PRVFE,2024-01-30T14:26:38.149292462Z,3,2024-01-30T14:26:47.519724138Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:26:33.307199213Z,"[""🐿️"",""                     "","""",""🐿️"",""🐿️"",""🐇"",""🐿️"",""🐇"","""",""🐿️""]",2024-01-30T14:27:01.792307379Z,true,2024-01-30T14:26:48.899404259Z,"{""age"":""30"",""gender"":""Female"",""strength"":""I focus on the truth I see."",""fair"":""I think so"",""feedback"":""The experiment stops working so I had to restart. "",""education"":""master"",""teammates"":""no, not telling the truth"",""notes"":""no"",""politics"":""Liberal"",""geo"":""Thai/UK"",""ethnicity"":""Thai""}",2024-01-30T14:31:56.894501017Z,{},2024-01-30T14:26:33.594718661Z,player 4,2024-01-30T14:27:01.792307379Z,01HNDC2EA51NV23G21XTGEAGK8,2024-01-30T14:30:12.373178798Z
01HNDC7FPT0R2105FXKJ5VM2MX,,,01HNDC7FJFF5PNW4TA8P08SJ3A,2024-01-30T14:26:34.330997022Z,experiment2-interactive,2024-01-30T14:26:34.339770019Z,,,64e6892cc9dc5cd2ca94bb0a,2024-01-30T14:26:34.330997022Z,01HNDC8XWYRY0CGEX6K29XMKKS,2024-01-30T14:31:47.182952244Z,4,2024-01-30T14:31:29.306862992Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:26:34.339770019Z,"[""🐇"",""       "",""🐇"","""",""🐿️"",""""]",2024-01-30T14:36:12.665673273Z,true,2024-01-30T14:32:39.915204819Z,,,{},2024-01-30T14:26:34.401597859Z,player 4,2024-01-30T14:36:12.665673273Z,01HNDC2N3ZMS2HYDPM48KW2XQE,2024-01-30T14:41:15.281402691Z
01HNDC7GNRQ0M1WPYRNHW956CT,1,2024-01-30T14:39:45.110001993Z,01HNDC7G2C1Z4DW48QG46KK724,2024-01-30T14:26:35.320853369Z,experiment2-interactive,2024-01-30T14:26:35.331064391Z,game ended,2024-01-30T14:38:23.887865849Z,580468b40f97120001734d22,2024-01-30T14:26:35.320853369Z,01HNDC2T50J2XXFGA5JYGG22V8,2024-01-30T14:28:53.989594584Z,4,2024-01-30T14:29:21.112607042Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:26:35.331064391Z,"[""                            "",""🐇"",""🐇"","""",""🐿️"",""🐿️"",""🐿️"",""🐿️"",""🐿️"",""🐇"",""""]",2024-01-30T14:29:23.442722232Z,true,2024-01-30T14:29:23.114069297Z,"{""age"":""61"",""gender"":""Male"",""strength"":""Honest"",""fair"":""Not certain"",""feedback"":""n/a"",""education"":""high-school"",""teammates"":""I don't think so"",""notes"":""Memorised as much as possible"",""politics"":""Right"",""geo"":""North East of England"",""ethnicity"":""White""}",2024-01-30T14:39:45.07884299Z,{},2024-01-30T14:26:35.634940873Z,player 4,2024-01-30T14:29:23.442722232Z,01HNDC361D0ACGSW9CBF4KJRQB,2024-01-30T14:37:30.58804851Z
